"name english","tier","id","family id","author","rarity","element","attack enabled","attack type","attack range","attack cd","dmg min","dmg max","mana","mana regen","cost","missile speed","missile arc","missile uses lightning visual","attack_target_type","multishot","splash attack","bounce attack","specials","ability list","aura list","autocast list","script path","icon path","sprite path","name","description"
"Burning Torch",3,228,226,"Boekie","common","fire","TRUE","elemental",900,0.9,484,484,35,2,700,1500,0,"FALSE","CREEPS",,,,,,,"74","res://src/towers/tower_behaviors/small_torch.gd","res://resources/icons/tower_icons/small_torch.tres","res://src/towers/tower_sprites/small_torch_3.tscn","W53T","H6EI"
"Burning Beacon",4,229,226,"Boekie","common","fire","TRUE","elemental",900,0.9,968,968,40,2,1400,1500,0,"FALSE","CREEPS",,,,,,,"75","res://src/towers/tower_behaviors/small_torch.gd","res://resources/icons/tower_icons/small_torch.tres","res://src/towers/tower_sprites/small_torch_4.tscn","W7S1","R7RZ"
"Inferno Beacon",5,227,226,"Boekie","common","fire","TRUE","elemental",900,0.9,1729,1729,45,2,2500,1500,0,"FALSE","CREEPS",,,,,,,"76","res://src/towers/tower_behaviors/small_torch.gd","res://resources/icons/tower_icons/small_torch.tres","res://src/towers/tower_sprites/small_torch_5.tscn","BNBA","NZC6"
"Broken Lightning Rod",1,231,231,"Boekie","common","storm","TRUE","energy",1200,1.2,47,66,25,2,70,1500,0,"FALSE","CREEPS",,,,,,,"77","res://src/towers/tower_behaviors/broken_lightning_rod.gd","res://resources/icons/tower_icons/broken_lightning_rod.tres","res://src/towers/tower_sprites/broken_lightning_rod_1.tscn","G9WI","RSFX"
"Small Lightning Rod",2,234,231,"Boekie","common","storm","TRUE","energy",1200,1.2,190,209,30,2,250,1500,0,"FALSE","CREEPS",,,,,,,"78","res://src/towers/tower_behaviors/broken_lightning_rod.gd","res://resources/icons/tower_icons/broken_lightning_rod.tres","res://src/towers/tower_sprites/broken_lightning_rod_2.tscn","S7O5","RZ88"
"Lightning Rod",3,233,231,"Boekie","common","storm","TRUE","energy",1200,1.2,548,567,35,2,700,1500,0,"FALSE","CREEPS",,,,,,,"79","res://src/towers/tower_behaviors/broken_lightning_rod.gd","res://resources/icons/tower_icons/broken_lightning_rod.tres","res://src/towers/tower_sprites/broken_lightning_rod_3.tscn","63BR","NUPA"
"Greater Lightning Rod",4,232,231,"Boekie","common","storm","TRUE","energy",1200,1.2,1104,1123,40,2,1400,1500,0,"FALSE","CREEPS",,,,,,,"80","res://src/towers/tower_behaviors/broken_lightning_rod.gd","res://resources/icons/tower_icons/broken_lightning_rod.tres","res://src/towers/tower_sprites/broken_lightning_rod_4.tscn","6YFN","1Z9I"
"Big Lightning Rod",5,230,231,"Boekie","common","storm","TRUE","energy",1200,1.2,1979,1998,45,2,2500,1500,0,"FALSE","CREEPS",,,,,,,"81","res://src/towers/tower_behaviors/broken_lightning_rod.gd","res://resources/icons/tower_icons/broken_lightning_rod.tres","res://src/towers/tower_sprites/broken_lightning_rod_5.tscn","9FVR","867J"
"Magna Warrior",1,235,235,"drol/im0ckdeath","uncommon","ice","TRUE","elemental",900,1.7,110,121,0,0,70,1800,0.15,"FALSE","CREEPS",,,,,"254",,,"res://src/towers/tower_behaviors/magna_warrior.gd","res://resources/icons/tower_icons/magna_warrior.tres","res://src/towers/tower_sprites/magna_warrior_1.tscn","T0NZ","YAN8"
"Magna Hunter",2,236,235,"drol/im0ckdeath","uncommon","ice","TRUE","elemental",900,1.7,481,492,0,0,300,1800,0.15,"FALSE","CREEPS",,,,,"255",,,"res://src/towers/tower_behaviors/magna_warrior.gd","res://resources/icons/tower_icons/magna_warrior.tres","res://src/towers/tower_sprites/magna_warrior_2.tscn","0FIG","1Z7P"
"Magna Destroyer",3,237,235,"drol/im0ckdeath","uncommon","ice","TRUE","elemental",900,1.7,1111,1122,0,0,700,1800,0.15,"FALSE","CREEPS",,,,,"256",,,"res://src/towers/tower_behaviors/magna_warrior.gd","res://resources/icons/tower_icons/magna_warrior.tres","res://src/towers/tower_sprites/magna_warrior_3.tscn","JIL8","SQQT"
"Magna Spirit Hunter",4,238,235,"drol/im0ckdeath","uncommon","ice","TRUE","elemental",900,1.7,2501,2512,0,0,1600,1800,0.15,"FALSE","CREEPS",,,,,"257",,,"res://src/towers/tower_behaviors/magna_warrior.gd","res://resources/icons/tower_icons/magna_warrior.tres","res://src/towers/tower_sprites/magna_warrior_4.tscn","U04B","P6SR"
"Magna Celestial Hunter",5,239,235,"drol/im0ckdeath","uncommon","ice","TRUE","elemental",900,1.7,4304,4315,0,0,2800,1800,0.15,"FALSE","CREEPS",,,,,"258",,,"res://src/towers/tower_behaviors/magna_warrior.gd","res://resources/icons/tower_icons/magna_warrior.tres","res://src/towers/tower_sprites/magna_warrior_5.tscn","FMJ5","1MTA"
"Forest Troll",1,240,240,"geX","uncommon","nature","TRUE","physical",900,2,685,1385,0,0,700,1500,0.15,"FALSE","CREEPS",,,,"MOD_DMG_TO_ORC,0.2,0","259",,,"res://src/towers/tower_behaviors/forest_troll.gd","res://resources/icons/tower_icons/forest_troll.tres","res://src/towers/tower_sprites/forest_troll_1.tscn","5G2E","O6GY"
"Raging Forest Troll",2,246,240,"geX","uncommon","nature","TRUE","physical",900,1.9,1225,2625,0,0,1500,1500,0.15,"FALSE","CREEPS",,,,"MOD_DMG_TO_ORC,0.2,0","260",,,"res://src/towers/tower_behaviors/forest_troll.gd","res://resources/icons/tower_icons/forest_troll.tres","res://src/towers/tower_sprites/forest_troll_2.tscn","QWHC","UVIS"
"Rampaging Forest Troll",3,252,240,"geX","uncommon","nature","TRUE","physical",900,1.8,1631,4431,0,0,2750,1500,0.15,"FALSE","CREEPS",,,,"MOD_DMG_TO_ORC,0.2,0","261",,,"res://src/towers/tower_behaviors/forest_troll.gd","res://resources/icons/tower_icons/forest_troll.tres","res://src/towers/tower_sprites/forest_troll_3.tscn","EE3Q","XBEW"
"Inflamed Stone",1,241,241,"SirCoqalot.","rare","fire","TRUE","arcane",850,1,1,192,40,5,1000,2000,0.3,"FALSE","CREEPS",,,,"MOD_MANA_REGEN_PERC,0,0.02","262,263",,,"res://src/towers/tower_behaviors/inflamed_stone.gd","res://resources/icons/tower_icons/inflamed_stone.tres","res://src/towers/tower_sprites/inflamed_stone_1.tscn","SZKU","ROVO"
"Inflamed Stone Spires",2,301,241,"SirCoqalot.","rare","fire","TRUE","arcane",850,1,1,382,45,6.25,2250,2000,0.3,"FALSE","CREEPS",,,,"MOD_MANA_REGEN_PERC,0,0.02","264,265",,,"res://src/towers/tower_behaviors/inflamed_stone.gd","res://resources/icons/tower_icons/inflamed_stone.tres","res://src/towers/tower_sprites/inflamed_stone_2.tscn","WQR7","CJKK"
"Inflamed Stone Pillars",3,302,241,"SirCoqalot.","rare","fire","TRUE","arcane",850,1,1,518,50,7.5,3500,2000,0.3,"FALSE","CREEPS",,,,"MOD_MANA_REGEN_PERC,0,0.02","266,267",,,"res://src/towers/tower_behaviors/inflamed_stone.gd","res://resources/icons/tower_icons/inflamed_stone.tres","res://src/towers/tower_sprites/inflamed_stone_3.tscn","0B6X","49DT"
"Stormy Dog",1,242,242,"cedi","uncommon","storm","TRUE","energy",900,1.5,95,103,0,0,70,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0","268",,,"res://src/towers/tower_behaviors/stormy_dog.gd","res://resources/icons/tower_icons/stormy_dog.tres","res://src/towers/tower_sprites/stormy_dog_1.tscn","AU34","V32H"
"Thunderous Dog",2,243,242,"cedi","uncommon","storm","TRUE","energy",900,1.5,281,289,0,0,210,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.015","269",,,"res://src/towers/tower_behaviors/stormy_dog.gd","res://resources/icons/tower_icons/stormy_dog.tres","res://src/towers/tower_sprites/stormy_dog_2.tscn","R6K6","2NY8"
"Stormhound",3,244,242,"cedi","uncommon","storm","TRUE","energy",900,1.5,1082,1090,0,0,840,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.018","270",,,"res://src/towers/tower_behaviors/stormy_dog.gd","res://resources/icons/tower_icons/stormy_dog.tres","res://src/towers/tower_sprites/stormy_dog_3.tscn","PRXU","R8TU"
"Hurricane Dog",4,245,242,"cedi","uncommon","storm","TRUE","energy",900,1.5,2062,2070,0,0,1680,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.021","271",,,"res://src/towers/tower_behaviors/stormy_dog.gd","res://resources/icons/tower_icons/stormy_dog.tres","res://src/towers/tower_sprites/stormy_dog_4.tscn","Q19Y","VZKI"
"Hound of Storms",5,247,242,"cedi","uncommon","storm","TRUE","energy",900,1.5,3916,3924,0,0,3360,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.024","272",,,"res://src/towers/tower_behaviors/stormy_dog.gd","res://resources/icons/tower_icons/stormy_dog.tres","res://src/towers/tower_sprites/stormy_dog_5.tscn","I7BO","SC8B"
"Young Northern Troll",1,249,249,"DaveMatthews","rare","ice","TRUE","elemental",800,2,1933,1933,0,0,900,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_ORC,0.1,0.002|MOD_DMG_TO_HUMANOID,0.1,0.002","273,274",,,"res://src/towers/tower_behaviors/young_northern_troll.gd","res://resources/icons/tower_icons/young_northern_troll.tres","res://src/towers/tower_sprites/young_northern_troll_1.tscn","W4Y1","VKXW"
"Adult Northern Troll",2,250,249,"DaveMatthews","rare","ice","TRUE","elemental",800,2,3697,3697,0,0,1900,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_ORC,0.15,0.003|MOD_DMG_TO_HUMANOID,0.15,0.003","275,276",,,"res://src/towers/tower_behaviors/young_northern_troll.gd","res://resources/icons/tower_icons/young_northern_troll.tres","res://src/towers/tower_sprites/young_northern_troll_2.tscn","CJ25","T358"
"Elder Northern Troll",3,251,249,"DaveMatthews","rare","ice","TRUE","elemental",800,2,5459,5459,0,0,3000,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_ORC,0.2,0.004|MOD_DMG_TO_HUMANOID,0.2,0.004","277,278",,,"res://src/towers/tower_behaviors/young_northern_troll.gd","res://resources/icons/tower_icons/young_northern_troll.tres","res://src/towers/tower_sprites/young_northern_troll_3.tscn","C9GK","QJ7U"
"Cenarion",1,253,253,"cedi","unique","nature","TRUE","decay",950,1.4,1344,1344,100,3,2800,1500,0.15,"FALSE","CREEPS",,,,,"279,280","30","82","res://src/towers/tower_behaviors/cenarion.gd","res://resources/icons/tower_icons/cenarion.tres","res://src/towers/tower_sprites/cenarion_1.tscn","Q2CV","Q626"
"Skink",1,254,254,"cedi","uncommon","nature","TRUE","decay",800,1,28,34,0,0,75,1200,0,"FALSE","CREEPS",,,,,,"31",,"res://src/towers/tower_behaviors/skink.gd","res://resources/icons/tower_icons/skink.tres","res://src/towers/tower_sprites/skink_1.tscn","HUST","WNX3"
"Aged Skink",2,255,254,"cedi","uncommon","nature","TRUE","decay",800,1,112,125,0,0,280,1200,0,"FALSE","CREEPS",,,,,,"32",,"res://src/towers/tower_behaviors/skink.gd","res://resources/icons/tower_icons/skink.tres","res://src/towers/tower_sprites/skink_2.tscn","TUI3","BAMF"
"Yellowskin Skink",3,256,254,"cedi","uncommon","nature","TRUE","decay",800,1,326,346,0,0,800,1200,0,"FALSE","CREEPS",,,,,,"33",,"res://src/towers/tower_behaviors/skink.gd","res://resources/icons/tower_icons/skink.tres","res://src/towers/tower_sprites/skink_3.tscn","EV3R","UNKN"
"Viviparous Skink",4,257,254,"cedi","uncommon","nature","TRUE","decay",800,1,743,770,0,0,1800,1200,0,"FALSE","CREEPS",,,,,,"34",,"res://src/towers/tower_behaviors/skink.gd","res://resources/icons/tower_icons/skink.tres","res://src/towers/tower_sprites/skink_4.tscn","548I","AXH7"
"Starskin Skink",5,258,254,"cedi","uncommon","nature","TRUE","decay",800,1,1243,1277,0,0,3000,1200,0,"FALSE","CREEPS",,,,,,"35",,"res://src/towers/tower_behaviors/skink.gd","res://resources/icons/tower_icons/skink.tres","res://src/towers/tower_sprites/skink_5.tscn","XSY9","1L6M"
"Valor",1,262,262,"cedi","unique","iron","FALSE","physical",800,1,1,1,0,0,3000,1500,0,"FALSE","CREEPS",,,,,"281,282","36",,"res://src/towers/tower_behaviors/valor.gd","res://resources/icons/tower_icons/valor.tres","res://src/towers/tower_sprites/valor_1.tscn","BJSZ","N93Y"
"Shadow",1,266,266,"i_m0ck_death","unique","darkness","TRUE","decay",800,1.6,1023,8022,0,0,3330,1500,0,"FALSE","CREEPS",,,,,"283,284","37",,"res://src/towers/tower_behaviors/shadow.gd","res://resources/icons/tower_icons/shadow.tres","res://src/towers/tower_sprites/shadow_1.tscn","4UYD","PX6K"
"Harby",1,267,267,"Glowackos","unique","darkness","TRUE","decay",800,1.4,2785,2785,450,7.5,3100,1500,0,"FALSE","CREEPS",,,,"MOD_SPELL_CRIT_DAMAGE,0.2,0.05|MOD_DEBUFF_DURATION,-0.55,-0.01|MOD_MANA,0,10","285,286","38",,"res://src/towers/tower_behaviors/harby.gd","res://resources/icons/tower_icons/harby.tres","res://src/towers/tower_sprites/harby_1.tscn","UFUT","P7ZF"
"Cloud Warrior",1,272,272,"i_m0ck_death","uncommon","storm","TRUE","energy",840,2.1,58,127,0,0,70,2000,0.15,"FALSE","CREEPS",,,"2,0",,"287",,,"res://src/towers/tower_behaviors/cloud_warrior.gd","res://resources/icons/tower_icons/cloud_warrior.tres","res://src/towers/tower_sprites/cloud_warrior_1.tscn","FZGR","DB8T"
"Stratus Warrior",2,273,272,"i_m0ck_death","uncommon","storm","TRUE","energy",840,2.1,173,382,0,0,210,2000,0.15,"FALSE","CREEPS",,,"2,0",,"288",,,"res://src/towers/tower_behaviors/cloud_warrior.gd","res://resources/icons/tower_icons/cloud_warrior.tres","res://src/towers/tower_sprites/cloud_warrior_2.tscn","Z8LT","JUKU"
"Cumulus Warrior",3,274,272,"i_m0ck_death","uncommon","storm","TRUE","energy",840,2.1,431,955,0,0,525,2000,0.15,"FALSE","CREEPS",,,"2,0",,"289",,,"res://src/towers/tower_behaviors/cloud_warrior.gd","res://resources/icons/tower_icons/cloud_warrior.tres","res://src/towers/tower_sprites/cloud_warrior_3.tscn","BWQL","ICXK"
"Cirrus Warrior",4,275,272,"i_m0ck_death","uncommon","storm","TRUE","energy",840,2.1,1076,2387,0,0,1312,2000,0.15,"FALSE","CREEPS",,,"2,0",,"290",,,"res://src/towers/tower_behaviors/cloud_warrior.gd","res://resources/icons/tower_icons/cloud_warrior.tres","res://src/towers/tower_sprites/cloud_warrior_4.tscn","5B50","ABRB"
"Cumulonimbus Warrior",5,276,272,"i_m0ck_death","uncommon","storm","TRUE","energy",840,2.1,2151,4776,0,0,2625,2000,0.15,"FALSE","CREEPS",,,"2,0",,"291",,,"res://src/towers/tower_behaviors/cloud_warrior.gd","res://resources/icons/tower_icons/cloud_warrior.tres","res://src/towers/tower_sprites/cloud_warrior_5.tscn","LT4E","7VGT"
"Essence of Fury",1,277,277,"Killamasta","uncommon","darkness","TRUE","decay",800,2,16,16,0,0,100,1500,0,"FALSE","CREEPS",,,"2,0",,"292",,,"res://src/towers/tower_behaviors/essence_of_fury.gd","res://resources/icons/tower_icons/essence_of_fury.tres","res://src/towers/tower_sprites/essence_of_fury_1.tscn","HUC0","Z9T3"
"Essence of Rage",2,290,277,"Killamasta","uncommon","darkness","TRUE","decay",800,2,38,38,0,0,300,1500,0,"FALSE","CREEPS",,,"3,0",,"293",,,"res://src/towers/tower_behaviors/essence_of_fury.gd","res://resources/icons/tower_icons/essence_of_fury.tres","res://src/towers/tower_sprites/essence_of_fury_2.tscn","8V54","4BQP"
"Essence of Anger",3,291,277,"Killamasta","uncommon","darkness","TRUE","decay",800,2,63,63,0,0,600,1500,0,"FALSE","CREEPS",,,"4,0",,"294",,,"res://src/towers/tower_behaviors/essence_of_fury.gd","res://resources/icons/tower_icons/essence_of_fury.tres","res://src/towers/tower_sprites/essence_of_fury_3.tscn","9AHZ","02KU"
"Essence of Hate",4,292,277,"Killamasta","uncommon","darkness","TRUE","decay",800,2,101,101,0,0,1200,1500,0,"FALSE","CREEPS",,,"6,0",,"295",,,"res://src/towers/tower_behaviors/essence_of_fury.gd","res://resources/icons/tower_icons/essence_of_fury.tres","res://src/towers/tower_sprites/essence_of_fury_4.tscn","IWH9","IHO6"
"Core of Dark Emotions",5,293,277,"Killamasta","uncommon","darkness","TRUE","decay",800,2,185,185,0,0,2500,1500,0,"FALSE","CREEPS",,,"8,0",,"296",,,"res://src/towers/tower_behaviors/essence_of_fury.gd","res://resources/icons/tower_icons/essence_of_fury.tres","res://src/towers/tower_sprites/essence_of_fury_5.tscn","0Y10","KX76"
"Small Brazier",1,279,279,"SirCoqalot.","uncommon","fire","TRUE","elemental",865,0.7,149,169,0,0,350,2000,0,"FALSE","CREEPS",,,,"MOD_ATK_CRIT_CHANCE,0.1375,0.015|MOD_ATK_CRIT_DAMAGE,0.45,0.03|MOD_MULTICRIT_COUNT,1,0",,,,"res://src/towers/tower_behaviors/small_brazier.gd","res://resources/icons/tower_icons/small_brazier.tres","res://src/towers/tower_sprites/small_brazier_1.tscn","RJZ7","WI20"
"Old Brazier",2,278,279,"SirCoqalot.","uncommon","fire","TRUE","elemental",865,0.7,389,429,0,0,900,2000,0,"FALSE","CREEPS",,,,"MOD_ATK_CRIT_CHANCE,0.1375,0.015|MOD_ATK_CRIT_DAMAGE,0.45,0.03|MOD_MULTICRIT_COUNT,1,0",,,,"res://src/towers/tower_behaviors/small_brazier.gd","res://resources/icons/tower_icons/small_brazier.tres","res://src/towers/tower_sprites/small_brazier_2.tscn","DP6S","Z0LN"
"Ancient Brazier",3,280,279,"SirCoqalot.","uncommon","fire","TRUE","elemental",865,0.7,765,825,0,0,1750,2000,0,"FALSE","CREEPS",,,,"MOD_ATK_CRIT_CHANCE,0.1375,0.015|MOD_ATK_CRIT_DAMAGE,0.45,0.03|MOD_MULTICRIT_COUNT,1,0",,,,"res://src/towers/tower_behaviors/small_brazier.gd","res://resources/icons/tower_icons/small_brazier.tres","res://src/towers/tower_sprites/small_brazier_3.tscn","DCLM","IW5N"
"Adored Brazier",4,281,279,"SirCoqalot.","uncommon","fire","TRUE","elemental",865,0.7,1278,1358,0,0,2900,2000,0,"FALSE","CREEPS",,,,"MOD_ATK_CRIT_CHANCE,0.1375,0.015|MOD_ATK_CRIT_DAMAGE,0.45,0.03|MOD_MULTICRIT_COUNT,1,0",,,,"res://src/towers/tower_behaviors/small_brazier.gd","res://resources/icons/tower_icons/small_brazier.tres","res://src/towers/tower_sprites/small_brazier_4.tscn","31KF","QRLX"
"Sea Turtle",1,282,282,"i_m0ck_death","rare","ice","TRUE","energy",900,0.8,1,1,1600,0,1000,1900,0,"FALSE","CREEPS",,,,"MOD_MANA,0,64","297,298,299",,,"res://src/towers/tower_behaviors/sea_turtle.gd","res://resources/icons/tower_icons/sea_turtle.tres","res://src/towers/tower_sprites/sea_turtle_1.tscn","T5Z2","LE3V"
"Freezing Sea Turtle",2,283,282,"i_m0ck_death","rare","ice","TRUE","energy",900,0.8,1,1,3200,0,2000,1900,0,"FALSE","CREEPS",,,,"MOD_MANA,0,128","300,301,302",,,"res://src/towers/tower_behaviors/sea_turtle.gd","res://resources/icons/tower_icons/sea_turtle.tres","res://src/towers/tower_sprites/sea_turtle_2.tscn","7R5A","WV1X"
"Glacial Sea Turtle",3,284,282,"i_m0ck_death","rare","ice","TRUE","energy",900,0.8,1,1,4800,0,3000,1900,0,"FALSE","CREEPS",,,,"MOD_MANA,0,192","303,304,305",,,"res://src/towers/tower_behaviors/sea_turtle.gd","res://resources/icons/tower_icons/sea_turtle.tres","res://src/towers/tower_sprites/sea_turtle_3.tscn","AGEX","G1RT"
"Red Ball Lightning",1,288,288,"SirCoqalot.","rare","storm","TRUE","energy",1200,1.65,228,677,0,0,1200,1500,0,"FALSE","CREEPS",,,"2,0.6",,"306","39",,"res://src/towers/tower_behaviors/red_ball_lightning.gd","res://resources/icons/tower_icons/red_ball_lightning.tres","res://src/towers/tower_sprites/red_ball_lightning_1.tscn","Q7PL","H5WY"
"Red Lightning Conductor",2,289,288,"SirCoqalot.","rare","storm","TRUE","energy",1200,1.65,384,1283,0,0,3500,1500,0,"FALSE","CREEPS",,,"3,0.6",,"307","40",,"res://src/towers/tower_behaviors/red_ball_lightning.gd","res://resources/icons/tower_icons/red_ball_lightning.tres","res://src/towers/tower_sprites/red_ball_lightning_2.tscn","WP64","BL7R"
"The Council of Demons",1,295,295,"DaveMatthews","unique","darkness","TRUE","arcane",850,1,1335,1335,100,2,2900,1300,0,"FALSE","CREEPS",,,,,"308","41","83","res://src/towers/tower_behaviors/the_council_of_demons.gd","res://resources/icons/tower_icons/the_council_of_demons.tres","res://src/towers/tower_sprites/the_council_of_demons_1.tscn","NTI7","0U76"
"Lunar Emitter",1,296,296,"geX","rare","darkness","TRUE","elemental",800,1.4,990,990,0,0,1300,1000,0,"FALSE","CREEPS",,"50,1,350,0.4",,,,"42",,"res://src/towers/tower_behaviors/lunar_emitter.gd","res://resources/icons/tower_icons/lunar_emitter.tres","res://src/towers/tower_sprites/lunar_emitter_1.tscn","6EFT","L42W"
"Ancient Lunar Emitter",2,297,296,"geX","rare","darkness","TRUE","elemental",1100,1.4,2153,2153,0,0,3200,1000,0,"FALSE","CREEPS",,"50,1,350,0.4",,,,"43",,"res://src/towers/tower_behaviors/lunar_emitter.gd","res://resources/icons/tower_icons/lunar_emitter.tres","res://src/towers/tower_sprites/lunar_emitter_2.tscn","IEJD","0PY3"
"Portal to Swine Purgatory",1,298,298,"Deemzul","rare","fire","TRUE","elemental",950,2.5,600,600,0,0,800,10000,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_AIR,0.2,0","309,310",,,"res://src/towers/tower_behaviors/portal_to_swine_purgatory.gd","res://resources/icons/tower_icons/portal_to_swine_purgatory.tres","res://src/towers/tower_sprites/portal_to_swine_purgatory_1.tscn","Z1S4","KPTG"
"Portal to Swine Hell",2,299,298,"Deemzul","rare","fire","TRUE","elemental",950,3,1500,1500,0,0,1800,10000,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_AIR,0.25,0","311,312",,,"res://src/towers/tower_behaviors/portal_to_swine_purgatory.gd","res://resources/icons/tower_icons/portal_to_swine_purgatory.tres","res://src/towers/tower_sprites/portal_to_swine_purgatory_2.tscn","ZG7Z","PQBX"
"Portal to Swine Inferno",3,300,298,"Deemzul","rare","fire","TRUE","elemental",950,4,3200,3200,0,0,2800,10000,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_AIR,0.25,0","313,314",,,"res://src/towers/tower_behaviors/portal_to_swine_purgatory.gd","res://resources/icons/tower_icons/portal_to_swine_purgatory.tres","res://src/towers/tower_sprites/portal_to_swine_purgatory_3.tscn","CJ1R","LLUG"
"Chaining Storm",1,303,303,,"unique","storm","TRUE","energy",1100,1.5,946,952,100,10,4000,1500,0.3,"FALSE","CREEPS",,,,"MOD_DMG_TO_AIR,0.5,0.02|MOD_MANA,0,15|MOD_MANA_REGEN,0,0.1","315,316","44",,"res://src/towers/tower_behaviors/chaining_storm.gd","res://resources/icons/tower_icons/chaining_storm.tres","res://src/towers/tower_sprites/chaining_storm_1.tscn","GNYU","5F7Y"
